id,text,polarity
1759e295,"Es la misma historia de siempre. Esta eliminatoria la hace el Barça y hoy loa medios abrirían con la expulsión de Mbappe, el atraco de la ida, el gol de rebote de Busi y el ridículo del PSG. Como ha sido el Madrid, se habla de exhibición y grandeza, aunque no hayan existido.",Negative
da2680ac,re imaginaria su liga aguante el BARÇA hdp https://t.co/KuN22l7WUY,Neutral
8e745553,"Mierda! Ya tienen excusa para vender jugadores y no fichar a nadie.
@Atleti 
Hijos de puta https://t.co/QLimVFhUCV",Negative
2639509d,"@AS_Manolete En la Juve, estuvo de vacaciones, cedido por el Barça.",Neutral
13d2fa6d,@antimadridiota @_Moroncito_ Solo te falta decir que el Barça mereció ganar la Champions 😂,Negative
d145b5d8,"@a_ginola qualsevol que no sigui l'atletico a una final!!!! crec que el madrid esta a un nivell mental tant alt en aquesta competició, que l'unic que el pot fer dubtar es el barça",Positive
7d048bf7,"@PasionReal12 Tú educación es la típica de una 'persona' difícil de tratar, y los malos son los ultras del PSG.......... ah no soy ni del barca ni del Madrid, por suerte",Negative
153b25d0,Oye @neymarjr no decías que te fuiste del barca porque creías que en el psg estaban los mejores? Pues eliminados en octavos y encima pintándole la cara a esos que decias que eran mejores es poesia,Negative
e04218a7,"Hace 17 años, Messi por primera vez se puso la playera del Barça https://t.co/YQii2GPvuY",Neutral
84ad48df,@vrpcarrillo Jajaja pero contra su padre el Barça si no hace nada porque se caga al ver a Messi va jajajajaja,Negative
266c1c68,"Deportes Cuatro hoy y Maldini ayer dicen que la referencia y el jugador a seguir en el Lokomotiv de Moscú es Manuel Fernández. Sí, ese por el que el #ValenciaCF pagó 18 kilazos y le faltaban bolsillos en los pantalones. Visita mañana al #Atleti",Neutral
f2339cff,"@treska33 Por favor, insultas mas a los culés diciendo q el pedrerol el del Barça q diciendonos culerdos... todos sabemos q el veletrol es mas mandril q su florentineza",Neutral
412892f8,"#City, #Barça, #Juve o #Tottenham quedan en la lucha y desde luego el #Madrid no debe soñar con más chollos como el #PSG y que ahora le tocará un auténtico miura para ganar la #Champions.",Neutral
f179c9da,Ay Manolete... Alves se fue del Barça a la Juve y al año siguiente al PSG... https://t.co/peZiAF7Evp,Neutral
0fa5d9db,@AlbertoCuellarr @AlbertortegaES2 Como va el Atleti del Cholo en la Liga 123?esta metido en zona de play-off  o merodea el descenso a Segunda B?,Negative
17dbc25c,@orgullo_capitan @2010MisterChip Villa cuenta como culé? La Euro la ganó siendo del Valencia y el Mundial aún no había debutado con el Barça xd.,Neutral
a3dde401,¡Me voy a ver un partidazo! ¡Participa ahora con #FútbolVipAppMiVodafone y gana 2 entradas VIP para el derbi entre el Real Madrid y el Atleti!  https://t.co/2kfjgOQz6J,Positive
43031e1f,Después de multar al #Barça por la exhibición pacifica de banderas... ¿Se atreverá la #UEFA a cerrar el Parque de los Príncipes? https://t.co/XIdqUGUwve https://t.co/BGpLZIXSfF,Neutral
ac3fec71,"@mariaguilas Jaja ni yo, al revés yo apoyo al fútbol en general y al femenino en especial, yo he entendido sus quejas por el calendario que pone la liga, el lo suelta en plan, favorece a algunos y al Barça siempre es el desfavorecido. Un besito y ME DEBES UN TÉ jajaj 😜",Positive
8205cf5e,Todo el mundo discutiendo por qué no deberíamos de ir (los hombres) a la huelga a favor de los derechos de la mujer de mañana y yo con ganas de ir a ver mañana el Atleti.,Negative
800ef301,"BOTA NEW BALANCE VISARO 2.0 MID LEVEL FG

Precio:47,95  -60% ANTES: 119'95 €

🔵 Las puedes encontrar aquí &gt;&gt; https://t.co/5huDvQNpme

#futbol #new #realmadrid #fcbarcelona #barca #valencia #bilbao #coruña #leganes #canaria #laspalmas #malaga https://t.co/XLUAQzyv85",Neutral
0884693e,"@ALEX15vs @FCBarcelona_es @FCBarcelona Bueno enhorabuena ramos, ya eres oficialmente el cerdito del fútbol español, ha! y a nivel europeo! ahora toca ha nivel mundial! Animo cerdin!!!",Neutral
c1e3d448,https://t.co/6670JwUNwQ,Neutral
59e1444b,@AS_Manolete Ahora el PSG era un chollo????? Que pena dais. Chollo el que tiene el Barça con el Patetico como perseguidor. Anda y seguid jugando la Patetic League,Negative
02b69496,"@kevincd90 Casi todo, pero igual pasó el domingo con el barça, tendemos a buscar la parte negativa en lugar de alabar lo positivo.",Neutral
27f368b8,Please RT!! #atleti #atletico #ATM  Inter de Milán y Roma pujarán por el fichaje de Vrsaljko https://t.co/rvm270Y4Qy https://t.co/3Lat2Z2RQY,Neutral
6ec28282,@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del barça al psg telita co  2 penaltis que sólo vio el árbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? Cállate gilipollas!!!,Negative
8eb20de1,@kroosic @InvictosSomos Anillos únicos nefastos sois la escoria blanca que de fútbol sólo saben robar jajajjajaja fíjate si dais pena que el único mundial que as visto lo tuvieron que ganar jugadores del Barça jajajjaja a así de penosos sois escoria,Negative
3e27f088,"@blasradio Para este Madrid, favorito como el que más, independientemente de como vaya en liga, el peor rival posible es el Barça a doble partido (no a uno) y la falta de antídoto para parar a Messi en el Bernabéu. Ni en el mejor momento de Zidane (abril-mayo 2016), pudo hacerlo.",Neutral
d3895ef4,"El Barça fue a por Verratti y a por di Maria. Después de lo de ayer, menos mal que no cerraron nada",Positive
508fc062,@ESPNDatos @FCBarcelona En la historia del club y la liga....😊,Positive
9ab4529c,@Alexmarko88 @ArielRizo11 Si no ganó el balón de oro estando en el Barça que ya no espere ganarlo.,Neutral
f08710f2,@DerWolf1979 @faka_rey @oscarsangui Por eso digo...el Real y el Manchester tienen menos socios que el Barca y que varios...Pueden tener el mercado chino a favor eso si.,Neutral
c7c4ab17,"Hoy se cumplen 17 años del debut de Lionel #Messi con el equipo juvenil del @FCBarcelona.

Ahora es el máximo goleador en la historia del club. https://t.co/jHfEqmM5ok",Positive
bf1da538,"@diablillocule14 @InvictosSomos Jajajaja no te enojes campeón, solo eres un aficionado más -nefasto- del barca JAJAJJAJAJA en vez de reconocer , el buen fútbol chaval, sigue enajenado Diablo Cule JAJAJAJA",Negative
5329f9a6,#UCL Al inicio de la competición intercambiaban posición en cuanto al valor de sus plantillas los dos equipos con más presupuesto del mundo: @realmadrid y @FCBarcelona. El @PSG_inside era noveno.,Neutral
82d0a64a,"A 2 años de su ida, después de echar al Barça de la Champions el año pasado con partidazo y llegando a la final, tu valoración es claramente objetiva🙄 https://t.co/foOuz9o0oh",Negative
cd9cd974,@bet365_es Barça vs Madrid sin duda.,Neutral
29cfbf9a,"@ruben4roses_atm @imaetxega Iba por el personaje que retuiteas, pero el atleti en Gaitánes, Víetos, Costas y eso no gasta. Mejor fijarse en CR y Bale que los ficharon hace...que en Asensio, Lucas, Carva y cía. Lo típico vamos",Negative
31167ecf,"El problema no es que se clasifiquen, el problema es que lo haga sin un brillo especial y al día siguiente los principales medios del país, los que marcan la opinión de la masa, le dediquen más elogios que al Barça en toda la temporada porque no juega “bien” (invicto en Liga).",Negative
964c01eb,@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Si pagárais las deudas.....? Tendremos los Españoles aseguradas las pensiones. Viva España.,Negative
655e133f,@DValdearenas12 Soy del Barça pero eres un cuñaooooooooo,Neutral
6d5a0088,"@JoseAngelOzil @PSG_espanol @FCBarcelona_es Yo soy antimadridista no anti psg, ni Neymar ni nada, hay que ir en contra del madrid para todo, tenga delante a quien tenga, Neymar lo dejo todo por el Barça sus años aqui, decidio irse pues allá el, es su problema pero es que por eso no voy a animar al Madrid, es que en la vida",Negative
e241600c,@Torren__ Y mientras tanto 3l Atleti jugando la Europa League,Neutral
d600a264,@davogarsa @gabrielviveros les contaras algún día a tus nietos que viviste la era de este fenómeno! #messi https://t.co/dMNTIeu0DI,Positive
be768dc1,@santicanizares O siempre que cada jugador del Barça no tape los nuevos huecos de la barrera que dejen los jugadores del Atlético no?,Negative
34e4c66a,Fantasma en directo de @DjMaRiiO_90  con la camiseta del Barça :v https://t.co/jShim8Bplv,Negative
de330e02,"@jmdelalamo No me gusta el futbol, y el Barça tampoco. Pero pregunto: porque son todo hombres? No debería de haber equipos 50/50? Espera...y los LGTB? ...25/25/25/25? Espera....y animales? Vamos, no se...",Negative
314d06a6,"@ElGolazoDeGol Que os pasa?, el Madrid no tuvo ningun merito o que ? ,,,que hace un fanático del barça valorando el partido ? , pandilla de culés todos ...",Negative
c66248cc,Please RT!! #atleti #atletico #ATM  El Atlético ?presenta? a Costa en Europa League para saldar su ?deuda? https://t.co/MRv8WnLf1z https://t.co/rqy0Jjk6oT,Neutral
f153e0d4,"Para ser del Barça @jpedrerol cuando éste gana nunca le dedicas mas de 5min en tu programa de ""periodismo deportivo"".. Ah! pero cuando pierde te frotas las manos para poner a parir a Messi #JUGONES",Negative
dfb7263b,Sesión preparatoria en la Ciudad Deportiva https://t.co/S2tQxMfzev  #barça #FCB #noticiasFCB https://t.co/dPqDhG58QB,Neutral
004b3736,@JJ_NG81 @blasradio Creo que el Barça es el peor rival posible para el Madrid a dos partidos. Pero diría que también a uno lo es. ¿Por qué crees que no?,Neutral
4e8356fd,"¡Nación! ¿Qué hacías en 2001?

Messi se ponía la playera del @FCBarcelona por primera vez

🔵🔴

https://t.co/hqJV4rsal6 https://t.co/YH93okp7pL",Positive
6e182e31,@adieelc ese cb desde que estaba en el Barça no sirve,Negative
149e2a3f,"@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Te puedes ir a tomar por culo. . As perdido todo mi respeto .yo te he respetado como catalán.!!Tu no, como Antimadridista",Negative
e34fea69,"#UCL En definitiva, que anoche se cumplió el pronóstico lógico. Un equipo muy rico (no la historia) eliminó a otro (-) rico. Lógica que por suerte no se cumple siempre, porque entonces todas las temporadas tendríamos una final @realmadrid-@FCBarcelona.",Neutral
7d8682b7,( Atletico_md ) La brutal exhibición de Koke en el rondo del entrenamiento https://t.co/16wKDiElVd #Atleti,Positive
fed0a459,El técnico de la Premier al que no le halaga sonar para el Barça #20m https://t.co/xmuVGPRzar,Neutral
bfcfc5d0,#dilesquesevayan @Atleti,Negative
879c9b53,"🚫 'No me representan'

🇵🇹 ""No estuvo acertado, eso es cierto. Como no lo ha estado casi nunca en el año y medio que lleva en ‘Can Barça’""

✍️ Sobre @aftgomes, por @SergioMerino8

🔗https://t.co/MLOFZiiIUn https://t.co/7hcMpSfCeo",Negative
b2811fc1,@tjcope El Barça que se ha quitado de medio un cruce con Neymar.,Neutral
b35fe823,"@SinHmc No voy a entrar en discusiones ridículas de forofo...Está claro que el madrid ha gastado mucho dinero(no es un equipillo,se lo ha ganado)porque a mi lo q me gusta es el FÚTBOL,y reconozco cuando un equipo es bueno y juega bien(no me oiras decir a mi q el Barça de Pep era malo...)",Neutral
a954d856,Robo de 180 minutos cuando busca la palabra robo su sinónimo es el # Barca https://t.co/9oPnpjbObH,Negative
8e9b2e58,"Mira que soy del Barça pero es que ayer disfruté como un perro de la eliminación del PSG, todo lo malo que le pase a ese equipo es poco",Negative
f41d1658,Que suerte tienen los pierdas del real Madrid. Ojalá les elimine algún equipo malo. Ganan al psg y empatan contra equipos malísimos. @Atleti contigo hasta la muerte.@AntoGriezmann mejor jugador del mundo.,Negative
cc45b369,@LeoKawsar10 @SPN_Football Barca,Neutral
2de2d8cc,@AndresValenzGT jajaja cabal yo le voy al barça y juegan hasta la otra semana,Positive
132500d9,"EN VIVO: ""En la Barca de Pedro"", por la #933FM, sintonizarlo todos los miércoles de 11:00am a… https://t.co/1Qfmjbxm52",Neutral
17eddefa,@bet365_es Barça-Madrid y que ganase el Barça obviamente,Positive
1593da25,"Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Barça, en la Juve y ahora en el PSG 😁",Neutral
6f80cf5e,El Real Madrid recibirá un nuevo escarmiento con la salida de Lucas Digne del FC Barcelona https://t.co/iwBkHhGRcK #barcelona https://t.co/LmHYqNxPwx,Negative
588944c3,"@imaetxega @AGUSRBB86 El atleti ese equipo de pueblo que se ha gastado 200 millones en un nuevo estadio, anda dejad a los mejores en champions cracks.",Negative
0638fa70,Please RT!! #barcelona #fcbarcelona #Barca #fcb    El FC Barcelona tiene un negocio redondo entre... https://t.co/PrHGWa1tQZ https://t.co/CaaykohFMn,Neutral
