task_run__calibration,task_run__created,task_run__external_uid,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip
None,2018-05-10T15:37:26.643115,None,2018-05-10T15:37:48.558207,4144,Positivo,22,3865,None,14,None
None,2018-05-10T15:37:33.363131,None,2018-05-10T15:37:54.282022,4145,Negativo,22,3866,None,14,None
None,2018-05-10T15:37:48.641587,None,2018-05-10T15:37:58.090741,4146,Positivo,22,3867,None,14,None
None,2018-05-10T15:37:54.400313,None,2018-05-10T15:40:19.517540,4147,Negativo,22,3868,None,14,None
None,2018-05-10T15:37:58.185297,None,2018-05-10T15:40:26.878562,4148,Negativo,22,3869,None,14,None
None,2018-05-10T15:40:19.650468,None,2018-05-10T15:40:37.150306,4149,Negativo,22,3870,None,14,None
None,2018-05-10T15:40:26.981685,None,2018-05-10T15:41:01.329240,4150,Neutro,22,3871,None,14,None
None,2018-05-10T15:40:37.323138,None,2018-05-10T15:41:41.469209,4151,Positivo,22,3872,None,14,None
None,2018-05-10T15:41:01.468917,None,2018-05-10T15:41:53.027210,4152,Negativo,22,3873,None,14,None
None,2018-05-10T15:41:41.598512,None,2018-05-10T15:42:01.353883,4153,Negativo,22,3874,None,14,None
None,2018-05-10T15:41:53.146889,None,2018-05-10T15:42:14.886927,4154,Positivo,22,3875,None,14,None
None,2018-05-10T15:42:01.467993,None,2018-05-10T15:42:25.499044,4155,Neutro,22,3876,None,14,None
None,2018-05-10T15:42:15.234758,None,2018-05-10T15:42:28.805510,4156,Neutro,22,3877,None,14,None
None,2018-05-10T15:42:25.627910,None,2018-05-10T15:42:34.650741,4157,Negativo,22,3878,None,14,None
None,2018-05-10T15:42:29.147189,None,2018-05-10T15:42:53.742706,4158,Negativo,22,3879,None,14,None
None,2018-05-10T15:42:34.818909,None,2018-05-10T15:43:20.829119,4159,Negativo,22,3880,None,14,None
None,2018-05-10T15:42:53.859940,None,2018-05-10T15:43:32.467351,4160,Negativo,22,3881,None,14,None
None,2018-05-10T15:43:21.154700,None,2018-05-10T15:47:33.359424,4161,Neutro,22,3882,None,14,None
None,2018-05-10T15:54:56.814873,None,2018-05-10T15:55:14.780097,4162,Neutro,22,3846,None,20,None
None,2018-05-10T15:54:56.836725,None,2018-05-10T15:55:18.939582,4163,Neutro,22,3847,None,20,None
None,2018-05-10T15:55:14.877661,None,2018-05-10T15:55:43.066411,4164,Negativo,22,3848,None,20,None
None,2018-05-10T15:55:19.015786,None,2018-05-10T15:55:47.835963,4165,Positivo,22,3849,None,20,None
None,2018-05-10T15:55:43.117077,None,2018-05-10T15:55:50.157342,4166,Positivo,22,3850,None,20,None
None,2018-05-10T15:55:47.917888,None,2018-05-10T15:55:54.906337,4167,Neutro,22,3851,None,20,None
None,2018-05-10T15:55:50.243043,None,2018-05-10T15:56:04.127051,4168,Positivo,22,3852,None,20,None
None,2018-05-10T15:55:54.987096,None,2018-05-10T15:56:08.643239,4169,Negativo,22,3853,None,20,None
None,2018-05-10T15:56:04.198645,None,2018-05-10T15:56:21.091098,4170,Neutro,22,3854,None,20,None
None,2018-05-10T15:56:08.720252,None,2018-05-10T15:56:43.785618,4171,Negativo,22,3855,None,20,None
None,2018-05-10T15:56:21.156510,None,2018-05-10T15:56:48.605473,4172,Positivo,22,3856,None,20,None
None,2018-05-10T15:56:43.865163,None,2018-05-10T15:56:54.906270,4173,Positivo,22,3857,None,20,None
None,2018-05-10T15:56:48.678670,None,2018-05-10T15:57:41.021115,4174,Negativo,22,3858,None,20,None
None,2018-05-10T15:56:54.985597,None,2018-05-10T15:57:48.522470,4175,Negativo,22,3859,None,20,None
None,2018-05-10T15:57:41.089345,None,2018-05-10T15:57:55.650493,4176,Negativo,22,3860,None,20,None
None,2018-05-10T15:57:48.598835,None,2018-05-10T15:58:02.613597,4177,Positivo,22,3861,None,20,None
None,2018-05-10T15:57:55.724116,None,2018-05-10T15:58:36.101990,4178,Neutro,22,3862,None,20,None
None,2018-05-10T15:58:02.675199,None,2018-05-10T15:58:39.388486,4179,Negativo,22,3863,None,20,None
None,2018-05-10T15:58:36.211829,None,2018-05-10T15:58:51.207084,4180,Positivo,22,3864,None,20,None
None,2018-05-10T15:58:39.466291,None,2018-05-10T15:59:13.026189,4181,Negativo,22,3865,None,20,None
None,2018-05-10T15:58:51.319757,None,2018-05-10T15:59:17.628085,4182,Negativo,22,3866,None,20,None
None,2018-05-10T15:59:13.117654,None,2018-05-10T15:59:43.807866,4183,Positivo,22,3867,None,20,None
None,2018-05-10T15:59:17.700264,None,2018-05-10T15:59:53.507450,4184,Negativo,22,3868,None,20,None
None,2018-05-10T15:59:43.898727,None,2018-05-10T16:00:01.361664,4185,Neutro,22,3869,None,20,None
None,2018-05-10T15:59:53.598388,None,2018-05-10T16:00:06.409386,4186,Negativo,22,3870,None,20,None
None,2018-05-10T16:00:01.431322,None,2018-05-10T16:00:19.198918,4187,Neutro,22,3871,None,20,None
None,2018-05-10T16:00:06.468894,None,2018-05-10T16:00:22.673816,4188,Positivo,22,3872,None,20,None
None,2018-05-10T16:00:19.282406,None,2018-05-10T16:00:31.530108,4189,Negativo,22,3873,None,20,None
None,2018-05-10T16:00:22.755656,None,2018-05-10T16:00:36.773842,4190,Positivo,22,3874,None,20,None
None,2018-05-10T16:00:31.603355,None,2018-05-10T16:00:41.114474,4191,Positivo,22,3875,None,20,None
None,2018-05-10T16:00:36.831522,None,2018-05-10T16:00:43.813710,4192,Neutro,22,3876,None,20,None
None,2018-05-10T16:00:41.179721,None,2018-05-10T16:00:47.815665,4193,Neutro,22,3877,None,20,None
None,2018-05-10T16:00:43.902840,None,2018-05-10T16:00:51.644348,4194,Negativo,22,3878,None,20,None
None,2018-05-10T16:00:47.895122,None,2018-05-10T16:01:00.876032,4195,Negativo,22,3879,None,20,None
None,2018-05-10T16:00:51.719779,None,2018-05-10T16:01:13.222372,4196,Negativo,22,3880,None,20,None
None,2018-05-10T16:01:00.932691,None,2018-05-10T16:01:23.309971,4197,Negativo,22,3881,None,20,None
None,2018-05-10T16:01:13.300673,None,2018-05-10T16:01:29.814460,4198,Positivo,22,3882,None,20,None
None,2018-05-10T16:01:23.407973,None,2018-05-10T16:01:42.128618,4199,Positivo,22,3883,None,20,None
None,2018-05-10T16:01:29.901376,None,2018-05-10T16:01:46.065881,4200,Neutro,22,3884,None,20,None
None,2018-05-10T16:01:42.203987,None,2018-05-10T16:01:56.620451,4201,Neutro,22,3885,None,20,None
None,2018-05-10T16:01:46.134573,None,2018-05-10T16:02:11.184497,4202,Negativo,22,3886,None,20,None
None,2018-05-10T16:01:56.691692,None,2018-05-10T16:02:18.400390,4203,Positivo,22,3887,None,20,None
None,2018-05-10T16:02:11.251187,None,2018-05-10T16:02:26.433797,4204,Negativo,22,3888,None,20,None
None,2018-05-10T16:02:18.467907,None,2018-05-10T16:02:37.574619,4205,Negativo,22,3889,None,20,None
None,2018-05-10T16:02:26.495076,None,2018-05-10T16:02:44.154172,4206,Neutro,22,3890,None,20,None
None,2018-05-10T16:02:37.660849,None,2018-05-10T16:02:50.087321,4207,Neutro,22,3891,None,20,None
None,2018-05-10T16:02:44.235845,None,2018-05-10T16:02:54.021883,4208,Neutro,22,3892,None,20,None
None,2018-05-10T16:02:50.177055,None,2018-05-10T16:02:56.337504,4209,Negativo,22,3893,None,20,None
None,2018-05-10T16:02:54.100910,None,2018-05-10T16:03:03.516692,4210,Negativo,22,3894,None,20,None
None,2018-05-10T16:02:56.388886,None,2018-05-10T16:03:08.093910,4211,Negativo,22,3895,None,20,None
None,2018-05-10T16:03:03.594305,None,2018-05-10T16:03:13.333271,4212,Positivo,22,3896,None,20,None
None,2018-05-10T16:03:08.181394,None,2018-05-10T16:03:16.690082,4213,Neutro,22,3897,None,20,None
None,2018-05-10T16:03:13.427201,None,2018-05-10T16:03:24.682769,4214,Positivo,22,3898,None,20,None
None,2018-05-10T16:03:16.755872,None,2018-05-10T16:03:32.515001,4215,Negativo,22,3899,None,20,None
None,2018-05-10T16:03:24.763146,None,2018-05-10T16:03:35.585605,4216,Negativo,22,3900,None,20,None
None,2018-05-10T16:03:32.608061,None,2018-05-10T16:03:37.553954,4217,Positivo,22,3901,None,20,None
None,2018-05-10T16:03:35.681031,None,2018-05-10T16:03:48.295728,4218,Neutro,22,3902,None,20,None
None,2018-05-10T16:03:37.633566,None,2018-05-10T16:04:06.622680,4219,Negativo,22,3903,None,20,None
None,2018-05-10T16:03:48.392950,None,2018-05-10T16:04:17.116425,4220,Negativo,22,3904,None,20,None
None,2018-05-10T16:04:06.689277,None,2018-05-10T16:04:27.963407,4221,Positivo,22,3905,None,20,None
None,2018-05-10T16:04:17.207062,None,2018-05-10T16:04:31.439874,4222,Neutro,22,3906,None,20,None
None,2018-05-10T16:04:28.040203,None,2018-05-10T16:04:50.711672,4223,Neutro,22,3907,None,20,None
None,2018-05-10T16:04:31.518505,None,2018-05-10T16:04:53.283492,4224,Positivo,22,3908,None,20,None
None,2018-05-10T16:04:50.780972,None,2018-05-10T16:04:57.055821,4225,Negativo,22,3909,None,20,None
None,2018-05-10T16:04:53.375110,None,2018-05-10T16:05:00.359157,4226,Positivo,22,3910,None,20,None
None,2018-05-10T16:04:57.141359,None,2018-05-10T16:05:08.986985,4227,Negativo,22,3911,None,20,None
None,2018-05-10T16:05:00.445091,None,2018-05-10T16:05:13.916382,4228,Positivo,22,3912,None,20,None
None,2018-05-10T16:05:09.064145,None,2018-05-10T16:05:17.654187,4229,Neutro,22,3913,None,20,None
None,2018-05-10T16:05:14.002349,None,2018-05-10T16:05:32.164312,4230,Negativo,22,3914,None,20,None
None,2018-05-10T16:05:17.735191,None,2018-05-10T16:05:46.537122,4231,Positivo,22,3915,None,20,None
None,2018-05-10T16:05:32.259466,None,2018-05-10T16:05:48.962990,4232,Neutro,22,3916,None,20,None
None,2018-05-10T16:05:46.628656,None,2018-05-10T16:05:54.888334,4233,Negativo,22,3917,None,20,None
None,2018-05-10T16:05:49.051502,None,2018-05-10T16:05:59.576606,4234,Negativo,22,3918,None,20,None
None,2018-05-10T17:38:12.893287,None,2018-05-10T17:38:23.877614,4235,Neutro,22,3846,None,21,None
None,2018-05-10T17:38:12.940742,None,2018-05-10T17:38:27.752515,4236,Neutro,22,3847,None,21,None
None,2018-05-10T17:38:24.034206,None,2018-05-10T17:40:09.406952,4237,Negativo,22,3848,None,21,None
None,2018-05-10T17:38:27.947575,None,2018-05-10T17:40:14.831414,4238,Positivo,22,3849,None,21,None
None,2018-05-10T17:40:09.854009,None,2018-05-10T17:40:28.733805,4239,Positivo,22,3850,None,21,None
None,2018-05-10T17:40:15.009622,None,2018-05-10T17:40:35.458694,4240,Negativo,22,3851,None,21,None
None,2018-05-10T17:40:29.028529,None,2018-05-10T17:40:40.088165,4241,Positivo,22,3852,None,21,None
None,2018-05-10T17:40:35.566534,None,2018-05-10T17:40:51.527771,4242,Negativo,22,3853,None,21,None
None,2018-05-10T17:40:40.193353,None,2018-05-10T17:41:07.953418,4243,Negativo,22,3854,None,21,None
None,2018-05-10T17:40:51.673874,None,2018-05-10T17:41:29.519781,4244,Neutro,22,3855,None,21,None
None,2018-05-10T17:41:08.088348,None,2018-05-10T17:41:33.873608,4245,Neutro,22,3856,None,21,None
None,2018-05-10T17:41:29.632112,None,2018-05-10T17:42:13.277592,4246,Negativo,22,3857,None,21,None
None,2018-05-10T17:41:34.001796,None,2018-05-10T17:42:19.015936,4247,Negativo,22,3858,None,21,None
None,2018-05-10T17:42:13.386266,None,2018-05-10T17:42:23.830556,4248,Negativo,22,3859,None,21,None
None,2018-05-10T17:42:19.190954,None,2018-05-10T17:42:29.238695,4249,Negativo,22,3860,None,21,None
None,2018-05-10T17:42:23.986447,None,2018-05-10T17:42:47.530322,4250,Negativo,22,3861,None,21,None
None,2018-05-10T17:42:29.346381,None,2018-05-10T17:43:10.930088,4251,Neutro,22,3862,None,21,None
None,2018-05-10T17:42:47.633329,None,2018-05-10T17:43:21.792752,4252,Negativo,22,3863,None,21,None
None,2018-05-10T17:43:11.040600,None,2018-05-10T17:43:59.688596,4253,Positivo,22,3864,None,21,None
None,2018-05-10T17:44:31.884934,None,2018-05-10T17:44:34.499297,4254,Positivo,22,3867,None,21,None
None,2018-05-10T17:44:38.953785,None,2018-05-10T17:44:53.830981,4255,Neutro,22,3868,None,21,None
None,2018-05-10T17:45:33.289274,None,2018-05-10T17:45:39.580087,4256,Negativo,22,3870,None,21,None
None,2018-05-10T17:45:39.731538,None,2018-05-10T17:45:44.023737,4257,Negativo,22,3866,None,21,None
None,2018-05-10T17:45:44.112659,None,2018-05-10T17:45:49.185803,4258,Negativo,22,3869,None,21,None
None,2018-05-10T17:45:49.283135,None,2018-05-10T17:45:59.601043,4259,Neutro,22,3871,None,21,None
None,2018-05-10T17:45:59.731413,None,2018-05-10T17:46:09.750304,4260,Positivo,22,3872,None,21,None
None,2018-05-10T17:46:09.874910,None,2018-05-10T17:46:15.233737,4261,Negativo,22,3873,None,21,None
None,2018-05-10T17:46:22.857107,None,2018-05-10T17:46:26.869988,4262,Positivo,22,3875,None,21,None
None,2018-05-10T17:46:30.077443,None,2018-05-10T17:47:02.213165,4263,Neutro,22,3876,None,21,None
None,2018-05-10T17:47:05.855313,None,2018-05-10T17:47:13.939378,4264,Positivo,22,3877,None,21,None
None,2018-05-10T17:47:17.238474,None,2018-05-10T17:47:20.866182,4265,Negativo,22,3878,None,21,None
None,2018-05-10T17:47:29.612955,None,2018-05-10T17:47:40.062366,4266,Negativo,22,3879,None,21,None
None,2018-05-10T17:47:43.797173,None,2018-05-10T17:47:54.004520,4267,Negativo,22,3880,None,21,None
None,2018-05-10T17:47:57.673454,None,2018-05-10T17:48:05.094002,4268,Negativo,22,3881,None,21,None
None,2018-05-10T17:49:00.024100,None,2018-05-10T17:50:01.631261,4269,Positivo,22,3882,None,21,None
None,2018-05-10T17:50:01.972881,None,2018-05-10T17:50:08.064899,4270,Neutro,22,3874,None,21,None
None,2018-05-10T17:50:08.178583,None,2018-05-10T17:50:19.822585,4271,Positivo,22,3883,None,21,None
None,2018-05-10T17:50:19.920508,None,2018-05-10T17:50:31.317622,4272,Neutro,22,3884,None,21,None
None,2018-05-10T17:50:31.444473,None,2018-05-10T17:50:38.566190,4273,Negativo,22,3885,None,21,None
None,2018-05-10T17:50:38.669330,None,2018-05-10T17:50:47.900944,4274,Negativo,22,3886,None,21,None
None,2018-05-10T17:50:48.001446,None,2018-05-10T17:50:53.599752,4275,Positivo,22,3887,None,21,None
None,2018-05-10T17:50:53.718298,None,2018-05-10T17:51:03.523168,4276,Negativo,22,3888,None,21,None
None,2018-05-10T17:51:03.656123,None,2018-05-10T17:51:11.180531,4277,Negativo,22,3889,None,21,None
None,2018-05-10T17:51:11.257035,None,2018-05-10T17:51:21.976149,4278,Neutro,22,3890,None,21,None
None,2018-05-10T17:51:22.097565,None,2018-05-10T17:51:29.279391,4279,Neutro,22,3891,None,21,None
None,2018-05-10T17:51:29.430196,None,2018-05-10T17:51:33.464320,4280,Neutro,22,3892,None,21,None
None,2018-05-10T17:51:33.561027,None,2018-05-10T17:51:36.342529,4281,Negativo,22,3893,None,21,None
None,2018-05-10T17:51:36.411319,None,2018-05-10T17:51:39.910522,4282,Negativo,22,3894,None,21,None
None,2018-05-10T17:51:40.012532,None,2018-05-10T17:51:44.537126,4283,Negativo,22,3895,None,21,None
None,2018-05-10T17:51:44.658716,None,2018-05-10T17:51:47.756303,4284,Positivo,22,3896,None,21,None
None,2018-05-10T17:51:47.849937,None,2018-05-10T17:51:55.162946,4285,Negativo,22,3897,None,21,None
None,2018-05-10T17:51:55.255554,None,2018-05-10T17:51:58.980033,4286,Positivo,22,3898,None,21,None
None,2018-05-10T17:52:11.205730,None,2018-05-10T17:52:16.799105,4287,Negativo,22,3900,None,21,None
None,2018-05-10T17:52:23.427397,None,2018-05-10T17:52:25.650301,4288,Positivo,22,3901,None,21,None
None,2018-05-10T17:52:29.278218,None,2018-05-10T17:52:32.597339,4289,Negativo,22,3902,None,21,None
None,2018-05-10T17:52:47.888594,None,2018-05-10T17:53:00.118774,4290,Negativo,22,3904,None,21,None
None,2018-05-10T17:53:08.025844,None,2018-05-10T17:53:12.048258,4291,Positivo,22,3905,None,21,None
None,2018-05-10T17:53:17.643854,None,2018-05-10T17:53:21.297485,4292,Negativo,22,3906,None,21,None
None,2018-05-10T17:53:25.085464,None,2018-05-10T17:53:35.259361,4293,Neutro,22,3907,None,21,None
None,2018-05-10T17:53:40.122825,None,2018-05-10T17:53:43.554159,4294,Positivo,22,3908,None,21,None
None,2018-05-10T18:11:26.495242,None,2018-05-10T18:11:36.163110,4295,Negativo,22,3865,None,22,None
None,2018-05-10T18:11:26.590151,None,2018-05-10T18:11:59.077258,4296,Positivo,22,3883,None,22,None
None,2018-05-10T18:11:36.256235,None,2018-05-10T18:12:06.333394,4297,Neutro,22,3884,None,22,None
None,2018-05-10T18:11:59.201385,None,2018-05-10T18:12:16.227599,4298,Negativo,22,3885,None,22,None
None,2018-05-10T18:12:06.467282,None,2018-05-10T18:12:27.772296,4299,Negativo,22,3886,None,22,None
None,2018-05-10T18:12:16.368270,None,2018-05-10T18:12:33.280429,4300,Positivo,22,3887,None,22,None
None,2018-05-10T18:12:27.904618,None,2018-05-10T18:12:39.910797,4301,Negativo,22,3888,None,22,None
None,2018-05-10T18:12:33.434957,None,2018-05-10T18:13:15.691168,4302,Negativo,22,3889,None,22,None
None,2018-05-10T18:12:40.074380,None,2018-05-10T18:13:20.540081,4303,Neutro,22,3890,None,22,None
None,2018-05-10T18:13:15.872997,None,2018-05-10T18:13:23.225056,4304,Neutro,22,3891,None,22,None
None,2018-05-10T18:13:20.665361,None,2018-05-10T18:13:25.232094,4305,Neutro,22,3892,None,22,None
None,2018-05-10T18:13:23.331541,None,2018-05-10T18:13:27.959770,4306,Neutro,22,3893,None,22,None
None,2018-05-10T18:13:25.354672,None,2018-05-10T18:13:32.170887,4307,Negativo,22,3894,None,22,None
None,2018-05-10T18:13:28.092712,None,2018-05-10T18:13:34.912871,4308,Negativo,22,3895,None,22,None
None,2018-05-10T18:13:32.306033,None,2018-05-10T18:13:38.242742,4309,Positivo,22,3896,None,22,None
None,2018-05-10T18:13:35.162351,None,2018-05-10T18:13:40.942512,4310,Neutro,22,3897,None,22,None
None,2018-05-10T18:13:38.354751,None,2018-05-10T18:13:45.232130,4311,Positivo,22,3898,None,22,None
None,2018-05-10T18:13:41.024353,None,2018-05-10T18:15:32.787837,4312,Neutro,22,3899,None,22,None
None,2018-05-10T18:13:45.366787,None,2018-05-10T18:15:43.311653,4313,Neutro,22,3900,None,22,None
None,2018-05-10T18:15:32.908105,None,2018-05-10T18:15:44.844134,4314,Positivo,22,3901,None,22,None
None,2018-05-10T18:15:43.445472,None,2018-05-10T18:15:48.542517,4315,Negativo,22,3902,None,22,None
None,2018-05-10T18:15:44.956021,None,2018-05-10T18:15:58.822642,4316,Neutro,22,3903,None,22,None
None,2018-05-10T18:15:48.701173,None,2018-05-10T18:16:04.807505,4317,Negativo,22,3904,None,22,None
None,2018-05-10T18:15:58.933083,None,2018-05-10T18:16:08.443101,4318,Positivo,22,3905,None,22,None
None,2018-05-10T18:16:04.932897,None,2018-05-10T18:16:10.635459,4319,Neutro,22,3906,None,22,None
None,2018-05-10T18:16:08.586700,None,2018-05-10T18:16:13.265597,4320,Neutro,22,3907,None,22,None
None,2018-05-10T18:16:10.727989,None,2018-05-10T18:16:20.615263,4321,Positivo,22,3908,None,22,None
None,2018-05-10T18:16:13.418242,None,2018-05-10T18:16:26.381194,4322,Negativo,22,3909,None,22,None
None,2018-05-10T18:16:20.769805,None,2018-05-10T18:16:30.266651,4323,Positivo,22,3910,None,22,None
None,2018-05-10T18:16:26.511612,None,2018-05-10T18:16:37.872523,4324,Negativo,22,3911,None,22,None
None,2018-05-10T18:16:30.374331,None,2018-05-10T18:16:40.901346,4325,Positivo,22,3912,None,22,None
None,2018-05-10T18:16:38.019509,None,2018-05-10T18:16:49.819625,4326,Neutro,22,3913,None,22,None
None,2018-05-10T18:16:41.003622,None,2018-05-10T18:16:56.905923,4327,Neutro,22,3914,None,22,None
None,2018-05-10T18:16:49.950375,None,2018-05-10T18:17:00.611797,4328,Negativo,22,3915,None,22,None
None,2018-05-10T18:16:57.034647,None,2018-05-10T18:17:02.904615,4329,Neutro,22,3916,None,22,None
None,2018-05-10T18:17:00.712256,None,2018-05-10T18:17:06.043841,4330,Negativo,22,3917,None,22,None
None,2018-05-10T18:17:03.211881,None,2018-05-10T18:17:09.587599,4331,Negativo,22,3918,None,22,None
None,2018-05-10T18:17:06.172685,None,2018-05-10T18:17:13.261037,4332,Neutro,22,3919,None,22,None
None,2018-05-10T18:17:09.701807,None,2018-05-10T18:17:17.483295,4333,Positivo,22,3920,None,22,None
None,2018-05-10T18:17:13.413873,None,2018-05-10T18:17:20.933720,4334,Negativo,22,3921,None,22,None
None,2018-05-10T18:17:17.588164,None,2018-05-10T18:17:30.597240,4335,Positivo,22,3922,None,22,None
None,2018-05-10T18:17:21.011533,None,2018-05-10T18:17:36.156417,4336,Negativo,22,3923,None,22,None
None,2018-05-10T18:17:30.722273,None,2018-05-10T18:17:41.862431,4337,Negativo,22,3924,None,22,None
None,2018-05-10T18:17:36.341319,None,2018-05-10T18:17:45.210474,4338,Negativo,22,3925,None,22,None
None,2018-05-10T18:17:41.974042,None,2018-05-10T18:17:58.425444,4339,Positivo,22,3926,None,22,None
None,2018-05-10T18:17:45.348526,None,2018-05-10T18:18:00.838782,4340,Neutro,22,3927,None,22,None
None,2018-05-10T18:17:58.540254,None,2018-05-10T18:18:03.442456,4341,Neutro,22,3928,None,22,None
None,2018-05-10T18:18:00.982406,None,2018-05-10T18:18:14.818265,4342,Positivo,22,3929,None,22,None
None,2018-05-10T18:18:03.560331,None,2018-05-10T18:18:17.662169,4343,Negativo,22,3930,None,22,None
None,2018-05-10T18:18:14.987337,None,2018-05-10T18:18:24.038356,4344,Neutro,22,3931,None,22,None
None,2018-05-10T18:18:17.798250,None,2018-05-10T18:18:27.254536,4345,Negativo,22,3932,None,22,None
None,2018-05-10T18:18:24.187095,None,2018-05-10T18:18:32.954040,4346,Neutro,22,3933,None,22,None
None,2018-05-10T18:18:27.433917,None,2018-05-10T18:18:38.706349,4347,Neutro,22,3934,None,22,None
None,2018-05-10T18:18:33.071518,None,2018-05-10T18:18:46.199500,4348,Positivo,22,3935,None,22,None
None,2018-05-10T18:18:38.870334,None,2018-05-10T18:18:51.831610,4349,Neutro,22,3936,None,22,None
None,2018-05-10T18:18:46.284364,None,2018-05-10T18:18:54.118284,4350,Neutro,22,3937,None,22,None
None,2018-05-10T18:18:51.946009,None,2018-05-10T18:18:55.475570,4351,Neutro,22,3938,None,22,None
None,2018-05-10T18:18:54.257326,None,2018-05-10T18:18:57.800238,4352,Negativo,22,3939,None,22,None
None,2018-05-10T18:18:55.586327,None,2018-05-10T18:19:01.258044,4353,Negativo,22,3940,None,22,None
None,2018-05-10T18:18:57.921333,None,2018-05-10T18:19:08.483162,4354,Negativo,22,3941,None,22,None
None,2018-05-10T18:19:01.542832,None,2018-05-10T18:19:14.970716,4355,Negativo,22,3942,None,22,None
None,2018-05-10T18:19:08.619999,None,2018-05-10T18:19:17.429231,4356,Positivo,22,3943,None,22,None
None,2018-05-10T18:19:15.756483,None,2018-05-10T18:19:23.257301,4357,Negativo,22,3944,None,22,None
None,2018-05-10T18:19:17.543681,None,2018-05-10T18:19:31.088616,4358,Positivo,22,3945,None,22,None
None,2018-05-10T18:19:23.387378,None,2018-05-10T18:19:32.818820,4359,Positivo,22,3946,None,22,None
None,2018-05-10T18:19:31.233344,None,2018-05-10T18:19:35.480111,4360,Neutro,22,3947,None,22,None
None,2018-05-10T18:19:32.929445,None,2018-05-10T18:19:39.636373,4361,Negativo,22,3948,None,22,None
None,2018-05-10T18:19:35.644347,None,2018-05-10T18:19:42.657606,4362,Neutro,22,3949,None,22,None
None,2018-05-10T18:19:39.764234,None,2018-05-10T18:19:49.183975,4363,Negativo,22,3950,None,22,None
None,2018-05-10T18:19:42.881870,None,2018-05-10T18:20:37.628581,4364,Negativo,22,3951,None,22,None
None,2018-05-10T18:19:49.293148,None,2018-05-10T18:20:40.365730,4365,Neutro,22,3952,None,22,None
None,2018-05-10T18:20:37.776970,None,2018-05-10T18:20:43.878180,4366,Negativo,22,3953,None,22,None
None,2018-05-10T18:20:40.470299,None,2018-05-10T18:20:46.534660,4367,Negativo,22,3954,None,22,None
None,2018-05-10T18:20:43.990596,None,2018-05-10T18:20:53.439827,4368,Negativo,22,3955,None,22,None
None,2018-05-10T18:20:46.672154,None,2018-05-10T18:21:03.153465,4369,Neutro,22,3956,None,22,None
None,2018-05-10T18:20:53.604741,None,2018-05-10T18:21:08.331993,4370,Negativo,22,3957,None,22,None
None,2018-05-10T18:21:03.290149,None,2018-05-10T18:21:10.426521,4371,Neutro,22,3958,None,22,None
None,2018-05-10T18:21:08.505029,None,2018-05-10T18:21:14.734761,4372,Negativo,22,3959,None,22,None
None,2018-05-10T18:21:10.534086,None,2018-05-10T18:21:17.329409,4373,Positivo,22,3960,None,22,None
None,2018-05-10T18:21:14.879537,None,2018-05-10T18:21:20.131778,4374,Neutro,22,3961,None,22,None
None,2018-05-10T18:21:17.649197,None,2018-05-10T18:21:26.028646,4375,Positivo,22,3962,None,22,None
