task__calibration,task__created,task__id,task__info,task__n_answers,task__priority_0,task__project_id,task__quorum,task__state,taskinfo__Tweet,taskinfo__id_str
0,2018-05-10T11:18:26.918203,3856,"{""Tweet"": ""@adrielarduino Yo soy del Bar\u00e7a, hinchaba por Neymar"", ""id_str"": ""9,71413684244238E+017""}",3,0.0,22,0,completed,"@adrielarduino Yo soy del Barça, hinchaba por Neymar","9,71413684244238E+017"
0,2018-05-10T11:18:26.974383,3857,"{""Tweet"": ""Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Bar\u00e7a, en la Juve y ahora en el PSG \ud83d\ude01"", ""id_str"": ""9,71413661624418E+017""}",3,0.0,22,0,completed,"Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Barça, en la Juve y ahora en el PSG 😁","9,71413661624418E+017"
0,2018-05-10T11:18:27.033947,3858,"{""Tweet"": ""Nuestra prensa en lugar de ser la prensa del Bar\u00e7a, es la del PSG y el  Real Madrid, incre\u00edble, que les den por viento a los dos equipos y que  les vaya lo peor posible"", ""id_str"": ""9,71413599733342E+017""}",3,0.0,22,0,completed,"Nuestra prensa en lugar de ser la prensa del Barça, es la del PSG y el  Real Madrid, increíble, que les den por viento a los dos equipos y que  les vaya lo peor posible","9,71413599733342E+017"
0,2018-05-10T11:18:27.093787,3859,"{""Tweet"": ""@ALEX15vs @FCBarcelona_es @FCBarcelona Co\u00f1o sin ampliar parec\u00eda un preso"", ""id_str"": ""9,7141359458696E+017""}",3,0.0,22,0,completed,@ALEX15vs @FCBarcelona_es @FCBarcelona Coño sin ampliar parecía un preso,"9,7141359458696E+017"
0,2018-05-10T11:18:27.153497,3860,"{""Tweet"": ""@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del bar\u00e7a al psg telita co  2 penaltis que s\u00f3lo vio el \u00e1rbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? C\u00e1llate gilipollas!!!"", ""id_str"": ""9,7141350514758E+017""}",3,0.0,22,0,completed,@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del barça al psg telita co  2 penaltis que sólo vio el árbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? Cállate gilipollas!!!,"9,7141350514758E+017"
0,2018-05-10T11:18:27.213716,3861,"{""Tweet"": ""re imaginaria su liga aguante el BAR\u00c7A hdp https://t.co/KuN22l7WUY"", ""id_str"": ""9,71413485421769E+017""}",3,0.0,22,0,completed,re imaginaria su liga aguante el BARÇA hdp https://t.co/KuN22l7WUY,"9,71413485421769E+017"
0,2018-05-10T11:18:27.271731,3862,"{""Tweet"": ""@elpezdeciudad Claro, no es jugador del Bar\u00e7a. Lo que hizo en Valencia y por lo que lo trajeron no lo puede mostrar porque no es su estilo y no se adapt\u00f3. Quiz\u00e1 en otro equipo como la Juventus se adapte. Lo defienden por ser del club, pero preferir\u00eda ver a Denis jugando en su lugar"", ""id_str"": ""9,71413377066119E+017""}",3,0.0,22,0,completed,"@elpezdeciudad Claro, no es jugador del Barça. Lo que hizo en Valencia y por lo que lo trajeron no lo puede mostrar porque no es su estilo y no se adaptó. Quizá en otro equipo como la Juventus se adapte. Lo defienden por ser del club, pero preferiría ver a Denis jugando en su lugar","9,71413377066119E+017"
0,2018-05-10T11:18:27.332608,3863,"{""Tweet"": ""@Todo_atleti mas vale que lo haga en los partidos que es donde vale"", ""id_str"": ""9,71413254458298E+017""}",3,0.0,22,0,completed,@Todo_atleti mas vale que lo haga en los partidos que es donde vale,"9,71413254458298E+017"
0,2018-05-10T11:18:27.402862,3864,"{""Tweet"": ""Desde la direcci\u00f3n hasta los actores el v\u00eddeo de The less i know the better est\u00e1 hecho por catalanes. Visca Bar\u00e7a, joder."", ""id_str"": ""9,71413169506832E+017""}",3,0.0,22,0,completed,"Desde la dirección hasta los actores el vídeo de The less i know the better está hecho por catalanes. Visca Barça, joder.","9,71413169506832E+017"
0,2018-05-10T11:18:27.464337,3865,"{""Tweet"": ""@APUESTASMLS @gran_culon @Zona_Blaugrana Entonces..esto,es por el Bar\u00e7a..no esta hablando del Alibaba Bernab\u00e9u..no? Aunque ponga Madrid..esta hablando del FCB!?\ud83e\udd14\n\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02jajajajaja jajajajaja https://t.co/YOSyKSI28g"", ""id_str"": ""9,71413154734494E+017""}",3,0.0,22,0,completed,"@APUESTASMLS @gran_culon @Zona_Blaugrana Entonces..esto,es por el Barça..no esta hablando del Alibaba Bernabéu..no? Aunque ponga Madrid..esta hablando del FCB!?🤔
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂jajajajaja jajajajaja https://t.co/YOSyKSI28g","9,71413154734494E+017"
0,2018-05-10T11:18:27.522724,3866,"{""Tweet"": ""@sport Y el barca que haria sin Messi????? Ni rotaciones le pueden dar."", ""id_str"": ""9,71412929085141E+017""}",3,0.0,22,0,completed,@sport Y el barca que haria sin Messi????? Ni rotaciones le pueden dar.,"9,71412929085141E+017"
0,2018-05-10T11:18:27.574411,3867,"{""Tweet"": ""Me ha gustado un v\u00eddeo de @YouTube (https://t.co/uwZhvI4GtG - EL DIRECTO EN EL QUE DjMaRiiO US\u00d3 LA CAMISETA DEL BAR\u00c7A)."", ""id_str"": ""9,71412899540427E+017""}",3,0.0,22,0,completed,Me ha gustado un vídeo de @YouTube (https://t.co/uwZhvI4GtG - EL DIRECTO EN EL QUE DjMaRiiO USÓ LA CAMISETA DEL BARÇA).,"9,71412899540427E+017"
0,2018-05-10T11:18:27.632746,3868,"{""Tweet"": ""@cofitin El Atleti? O Emery?. Los primeros esperando que tiren a puerta. El segundo estara sin equipo. O en el Almeria o Lorca."", ""id_str"": ""9,71412882440315E+017""}",3,0.0,22,0,completed,@cofitin El Atleti? O Emery?. Los primeros esperando que tiren a puerta. El segundo estara sin equipo. O en el Almeria o Lorca.,"9,71412882440315E+017"
0,2018-05-10T11:18:27.692765,3869,"{""Tweet"": ""@skooldaze_ entonces por qu\u00e9 lo llamas realmadridizaci\u00f3n? si como t\u00fa mismo reconoces es algo que el barca ha hecho igual hist\u00f3ricamente"", ""id_str"": ""9,71412872877224E+017""}",3,0.0,22,0,completed,@skooldaze_ entonces por qué lo llamas realmadridización? si como tú mismo reconoces es algo que el barca ha hecho igual históricamente,"9,71412872877224E+017"
0,2018-05-10T11:18:27.751373,3870,"{""Tweet"": ""@abc_es Eso ha sido obra del D\u00fao que dirige al @atleti, al ver el fracaso en las ventas de las camisetas con el logo"", ""id_str"": ""9,71412870444585E+017""}",3,0.0,22,0,completed,"@abc_es Eso ha sido obra del Dúo que dirige al @atleti, al ver el fracaso en las ventas de las camisetas con el logo","9,71412870444585E+017"
0,2018-05-10T11:18:27.814737,3871,"{""Tweet"": ""\u26bd El valler C\u00e9sar Ferrando \u00e9s el nou entrenador de @cfnucia. Anteriorment ha entrenat a @Atleti @AlbaceteBPSAD @Academia_VCF @GandiaCF i, com no, @UETavernes. Competir\u00e0 contra altre ilustre valler que ocupa la banqueta del @SillaCF: Ximo Enguix. #ValldignaEsports https://t.co/AwmNQwDYuT"", ""id_str"": ""9,71412835552121E+017""}",3,0.0,22,0,completed,"⚽ El valler César Ferrando és el nou entrenador de @cfnucia. Anteriorment ha entrenat a @Atleti @AlbaceteBPSAD @Academia_VCF @GandiaCF i, com no, @UETavernes. Competirà contra altre ilustre valler que ocupa la banqueta del @SillaCF: Ximo Enguix. #ValldignaEsports https://t.co/AwmNQwDYuT","9,71412835552121E+017"
0,2018-05-10T11:18:27.885101,3872,"{""Tweet"": ""EL DOMINGO VIAJAMOS para ver a nuestro @Atleti \n\nSalimos a las 12, \u00bfte quieres venir?\n\nCuenca -&gt; Madrid y plaza en el @Metropolitano \n\n\u00a1Escr\u00edbenos hoy o ma\u00f1ana para apuntarte!\n\nMa\u00f1ana tambi\u00e9n vamos pero... \u00a1EL AUTOB\u00daS YA EST\u00c1 LLENO!\n\n#AtletiLokomotiv"", ""id_str"": ""9,71412834616832E+017""}",3,0.0,22,0,completed,"EL DOMINGO VIAJAMOS para ver a nuestro @Atleti 

Salimos a las 12, ¿te quieres venir?

Cuenca -&gt; Madrid y plaza en el @Metropolitano 

¡Escríbenos hoy o mañana para apuntarte!

Mañana también vamos pero... ¡EL AUTOBÚS YA ESTÁ LLENO!

#AtletiLokomotiv","9,71412834616832E+017"
0,2018-05-10T11:18:27.945304,3873,"{""Tweet"": ""@LuisOmarTapia @IkerCasillas @ChampionsLeague el casillas que siempre sal\u00eda goleado por el Bar\u00e7a, de eso no te acuerdas pinche canoso"", ""id_str"": ""9,71412796159148E+017""}",3,0.0,22,0,completed,"@LuisOmarTapia @IkerCasillas @ChampionsLeague el casillas que siempre salía goleado por el Barça, de eso no te acuerdas pinche canoso","9,71412796159148E+017"
0,2018-05-10T11:18:28.005395,3874,"{""Tweet"": ""@Seezzzy et KDB a dit \""Faites la meme contre le Barca\"" mdrr"", ""id_str"": ""9,71412729041912E+017""}",3,0.0,22,0,completed,"@Seezzzy et KDB a dit ""Faites la meme contre le Barca"" mdrr","9,71412729041912E+017"
0,2018-05-10T11:18:28.064158,3875,"{""Tweet"": ""@pblmrcn Jajajaja y eso que soy del Bar\u00e7a... pero \ud83d\udc4c\ud83c\udffc"", ""id_str"": ""9,71412680555758E+017""}",3,0.0,22,0,completed,@pblmrcn Jajajaja y eso que soy del Barça... pero 👌🏼,"9,71412680555758E+017"
0,2018-05-10T11:18:28.124734,3876,"{""Tweet"": ""MERCADO | Los tres jugadores del Bar\u00e7a que Mourinho pretende fichar en verano - https://t.co/neJanOZYMP https://t.co/KPZGQT2pAu"", ""id_str"": ""9,71412542403875E+017""}",3,0.0,22,0,completed,MERCADO | Los tres jugadores del Barça que Mourinho pretende fichar en verano - https://t.co/neJanOZYMP https://t.co/KPZGQT2pAu,"9,71412542403875E+017"
0,2018-05-10T11:18:28.186188,3877,"{""Tweet"": ""\u00a1OFICIAL!\n\n#Juan #Cazares \ud83c\uddea\ud83c\udde8 renueva con el #Atl\u00e9tico #Mineiro \ud83c\udde7\ud83c\uddf7 #FichajesYa \ud83d\udc41\u200d\ud83d\udde8\n\nMira la noticia completa aqu\u00ed \ud83d\udc47\nhttps://t.co/cGOGXtfchD"", ""id_str"": ""9,71412474451939E+017""}",3,0.0,22,0,completed,"¡OFICIAL!

#Juan #Cazares 🇪🇨 renueva con el #Atlético #Mineiro 🇧🇷 #FichajesYa 👁‍🗨

Mira la noticia completa aquí 👇
https://t.co/cGOGXtfchD","9,71412474451939E+017"
0,2018-05-10T11:18:28.245107,3878,"{""Tweet"": ""La \""rajada\"" de un ex objetivo del Bar\u00e7a sobre Emery y el jeque https://t.co/nd6aEvKL0N"", ""id_str"": ""9,71412461285933E+017""}",3,0.0,22,0,completed,"La ""rajada"" de un ex objetivo del Barça sobre Emery y el jeque https://t.co/nd6aEvKL0N","9,71412461285933E+017"
0,2018-05-10T11:18:28.304860,3879,"{""Tweet"": ""@LuisOmarTapia Y con \u00e9l barca gano lo que quiso papi, sali\u00f3 del closet un madridista frustrado y anciano."", ""id_str"": ""9,71412457737437E+017""}",3,0.0,22,0,completed,"@LuisOmarTapia Y con él barca gano lo que quiso papi, salió del closet un madridista frustrado y anciano.","9,71412457737437E+017"
0,2018-05-10T11:18:28.362996,3880,"{""Tweet"": ""@jorgeshrug El bar\u00e7a siempre ha fichado caro y batido records (Maradona, Ronaldo etc) esto es normal cuando hay que revolucionar una plantilla. Lo que yo critico es haber destrozado la cantera y los Digne por 20, Gomes por 50 etc."", ""id_str"": ""9,714123974697E+017""}",3,0.0,22,0,completed,"@jorgeshrug El barça siempre ha fichado caro y batido records (Maradona, Ronaldo etc) esto es normal cuando hay que revolucionar una plantilla. Lo que yo critico es haber destrozado la cantera y los Digne por 20, Gomes por 50 etc.","9,714123974697E+017"
0,2018-05-10T11:18:28.423388,3881,"{""Tweet"": ""@AS_Manolete Usted habla de City, Bar\u00e7a, Juve o Tottenham que todav\u00eda no han conseguido su pase, y su soberbia considera que van a pasar los 4, que osado, usted es anti-madridista y eso es una enfermedad."", ""id_str"": ""9,71412251616924E+017""}",3,0.0,22,0,completed,"@AS_Manolete Usted habla de City, Barça, Juve o Tottenham que todavía no han conseguido su pase, y su soberbia considera que van a pasar los 4, que osado, usted es anti-madridista y eso es una enfermedad.","9,71412251616924E+017"
0,2018-05-10T11:18:28.486371,3882,"{""Tweet"": ""@AndresValenzGT jajaja cabal yo le voy al bar\u00e7a y juegan hasta la otra semana"", ""id_str"": ""9,71412178128556E+017""}",3,0.0,22,0,completed,@AndresValenzGT jajaja cabal yo le voy al barça y juegan hasta la otra semana,"9,71412178128556E+017"
0,2018-05-10T11:18:28.555028,3883,"{""Tweet"": ""No soy Madridista, le voy al Bar\u00e7a (ojo y no es que soy el maaaas futbolero), pero entre meses de an\u00e1lisis y mi trabajo nuevo (que tiene una secci\u00f3n heavy de deportes) llegu\u00e9 a la conclusi\u00f3n (muy a mi pesar) de que si, Cristiano Ronaldo es el mejor jugador del mundo."", ""id_str"": ""9,71412143164797E+017""}",3,0.0,22,0,completed,"No soy Madridista, le voy al Barça (ojo y no es que soy el maaaas futbolero), pero entre meses de análisis y mi trabajo nuevo (que tiene una sección heavy de deportes) llegué a la conclusión (muy a mi pesar) de que si, Cristiano Ronaldo es el mejor jugador del mundo.","9,71412143164797E+017"
0,2018-05-10T11:18:28.617507,3884,"{""Tweet"": ""@memedeportes Para que eso se cumpla, tiene que jugar en el Bar\u00e7a primero"", ""id_str"": ""9,71412108968677E+017""}",3,0.0,22,0,completed,"@memedeportes Para que eso se cumpla, tiene que jugar en el Barça primero","9,71412108968677E+017"
0,2018-05-10T11:18:28.675765,3885,"{""Tweet"": ""@sport Es en serio esto?  Hay que analizar un partido del Barsa sin Messi y uno del Madrid sin Cristiano,  el Madrid seguro funciona, el Barca se estanca."", ""id_str"": ""9,71412095282696E+017""}",3,0.0,22,0,completed,"@sport Es en serio esto?  Hay que analizar un partido del Barsa sin Messi y uno del Madrid sin Cristiano,  el Madrid seguro funciona, el Barca se estanca.","9,71412095282696E+017"
0,2018-05-10T11:18:28.735560,3886,"{""Tweet"": ""@ElGolazoDeGol @David74Sanchez @rodrigo_marciel @JaimeRodrigC Resulta que el partido lo perdi\u00f3 el PSG por la ausencia de Neymar,!!, si jug\u00f3 en el partido devida y el Madrid gan\u00f3 3-1 ,...a no ser que no fue Neymar fue su hermana la que jug\u00f3...manda huevos , programa apesta antimadridimo !\n...Dejar de falsedades y hablar del Bar\u00e7a y messi \ud83d\udc4e"", ""id_str"": ""9,71412044942598E+017""}",3,0.0,22,0,completed,"@ElGolazoDeGol @David74Sanchez @rodrigo_marciel @JaimeRodrigC Resulta que el partido lo perdió el PSG por la ausencia de Neymar,!!, si jugó en el partido devida y el Madrid ganó 3-1 ,...a no ser que no fue Neymar fue su hermana la que jugó...manda huevos , programa apesta antimadridimo !
...Dejar de falsedades y hablar del Barça y messi 👎","9,71412044942598E+017"
0,2018-05-10T11:18:28.798464,3887,"{""Tweet"": ""Mucho Bar\u00e7a y femenino. Como me gusta aprender cosas nuevas. Moltes gr\u00e0cies.\ud83e\udd29 Entrevista a Jordi Mestre.\ud83d\udc49\ud83c\udffb https://t.co/BM1nBcf9wM https://t.co/MaLoOhoSGZ"", ""id_str"": ""9,71411953297101E+017""}",3,0.0,22,0,completed,Mucho Barça y femenino. Como me gusta aprender cosas nuevas. Moltes gràcies.🤩 Entrevista a Jordi Mestre.👉🏻 https://t.co/BM1nBcf9wM https://t.co/MaLoOhoSGZ,"9,71411953297101E+017"
0,2018-05-10T11:18:28.855614,3888,"{""Tweet"": ""@Univ_Deportivo @El_Universal_Mx Yo nom\u00e1s veo q rompe y rompe records y aun as\u00ed los medios \u201cserios\u201d, solo se la maman a Messi y al Bar\u00e7a, por que ser\u00e1??? \ud83e\udd14\ud83e\udd14\ud83e\udd14\ud83e\udd11\ud83e\udd14"", ""id_str"": ""9,71411876524577E+017""}",3,0.0,22,0,completed,"@Univ_Deportivo @El_Universal_Mx Yo nomás veo q rompe y rompe records y aun así los medios “serios”, solo se la maman a Messi y al Barça, por que será??? 🤔🤔🤔🤑🤔","9,71411876524577E+017"
0,2018-05-10T11:18:28.916440,3889,"{""Tweet"": ""@antimadridiota @_Moroncito_ Solo te falta decir que el Bar\u00e7a mereci\u00f3 ganar la Champions \ud83d\ude02"", ""id_str"": ""9,71411693598278E+017""}",3,0.0,22,0,completed,@antimadridiota @_Moroncito_ Solo te falta decir que el Barça mereció ganar la Champions 😂,"9,71411693598278E+017"
0,2018-05-10T11:18:28.976723,3890,"{""Tweet"": ""2.- Correspondencia de un n\u00e1ufrago. Jugamos todos o no juega nadie, por @ibenedettip / 3.- Las conmociones cerebrales en el f\u00fatbol, por @iLoles / 4.- Grandes maestros: Laureano Ruiz, el abuelo del Bar\u00e7a, por @martiperarnau https://t.co/i7rqS0ltsK"", ""id_str"": ""9,71411688573538E+017""}",3,0.0,22,0,completed,"2.- Correspondencia de un náufrago. Jugamos todos o no juega nadie, por @ibenedettip / 3.- Las conmociones cerebrales en el fútbol, por @iLoles / 4.- Grandes maestros: Laureano Ruiz, el abuelo del Barça, por @martiperarnau https://t.co/i7rqS0ltsK","9,71411688573538E+017"
0,2018-05-10T11:18:29.038407,3891,"{""Tweet"": ""EN VIVO: \""En la Barca de Pedro\"", por la #933FM, sintonizarlo todos los mi\u00e9rcoles de 11:00am a\u2026 https://t.co/1Qfmjbxm52"", ""id_str"": ""9,71411587201368E+017""}",3,0.0,22,0,completed,"EN VIVO: ""En la Barca de Pedro"", por la #933FM, sintonizarlo todos los miércoles de 11:00am a… https://t.co/1Qfmjbxm52","9,71411587201368E+017"
0,2018-05-10T11:18:29.094021,3892,"{""Tweet"": ""Bar\u00e7a y Espanyol luchan por adelantarse en el palmar\u00e9s de la Supercopa de Catalunya https://t.co/6cdgsOlx8k"", ""id_str"": ""9,71411473120616E+017""}",3,0.0,22,0,completed,Barça y Espanyol luchan por adelantarse en el palmarés de la Supercopa de Catalunya https://t.co/6cdgsOlx8k,"9,71411473120616E+017"
0,2018-05-10T11:18:29.151727,3893,"{""Tweet"": ""LO QUIERE FUERA https://t.co/AnRgAgianZ"", ""id_str"": ""9,71411404015141E+017""}",3,0.0,22,0,completed,LO QUIERE FUERA https://t.co/AnRgAgianZ,"9,71411404015141E+017"
0,2018-05-10T11:18:29.213322,3894,"{""Tweet"": ""@darf_14 Ahora hay una campa\u00f1a por defender a Andr\u00e9 de como si fuera el mismo Xavi. \u00a1Por favor! Que se largue. No es un jugador para el Bar\u00e7a. Eventualmente anotar\u00e1, o le dar\u00e1 una asistencia a Messi. Pero seguro hay algo mejor por la mitad de lo que \u00e9l cost\u00f3, o echar mano de la Mas\u00eda."", ""id_str"": ""9,71411360960533E+017""}",3,0.0,22,0,completed,"@darf_14 Ahora hay una campaña por defender a André de como si fuera el mismo Xavi. ¡Por favor! Que se largue. No es un jugador para el Barça. Eventualmente anotará, o le dará una asistencia a Messi. Pero seguro hay algo mejor por la mitad de lo que él costó, o echar mano de la Masía.","9,71411360960533E+017"
0,2018-05-10T11:18:29.279138,3895,"{""Tweet"": ""@ociregul @scastle1977 A m\u00ed no me da verg\u00fcenza que sea del Atleti, me da verg\u00fcenza ajena \u00e9l... Pobre diablo"", ""id_str"": ""9,71411312235467E+017""}",3,0.0,22,0,completed,"@ociregul @scastle1977 A mí no me da vergüenza que sea del Atleti, me da vergüenza ajena él... Pobre diablo","9,71411312235467E+017"
0,2018-05-10T11:18:29.336184,3896,"{""Tweet"": ""@SC_ESPN El partidazo que se mand\u00f3 contra el Bar\u00e7a, y que casi clava ese gol de tiro libre y que Valdez le sac\u00f3"", ""id_str"": ""9,71411302395662E+017""}",3,0.0,22,0,completed,"@SC_ESPN El partidazo que se mandó contra el Barça, y que casi clava ese gol de tiro libre y que Valdez le sacó","9,71411302395662E+017"
0,2018-05-10T11:18:29.389876,3897,"{""Tweet"": ""Roban en la tienda oficial del @Atleti en el Metropolitano https://t.co/iwPXPA39LP v\u00eda @hoyextremadura"", ""id_str"": ""9,71411213862277E+017""}",3,0.0,22,0,completed,Roban en la tienda oficial del @Atleti en el Metropolitano https://t.co/iwPXPA39LP vía @hoyextremadura,"9,71411213862277E+017"
0,2018-05-10T11:18:29.453724,3898,"{""Tweet"": ""( Atletico_md ) La brutal exhibici\u00f3n de Koke en el rondo del entrenamiento https://t.co/16wKDiElVd #Atleti"", ""id_str"": ""9,71411213392531E+017""}",3,0.0,22,0,completed,( Atletico_md ) La brutal exhibición de Koke en el rondo del entrenamiento https://t.co/16wKDiElVd #Atleti,"9,71411213392531E+017"
0,2018-05-10T11:18:29.503605,3899,"{""Tweet"": ""Se le viene Real Madrid, Bar\u00e7a o Bayern Munich y el tipo ya est\u00e1 sacando su paraguas de una vez..  Sabe mi tipo. https://t.co/7455Y4YA7d"", ""id_str"": ""9,71411206669001E+017""}",3,0.0,22,0,completed,"Se le viene Real Madrid, Barça o Bayern Munich y el tipo ya está sacando su paraguas de una vez..  Sabe mi tipo. https://t.co/7455Y4YA7d","9,71411206669001E+017"
0,2018-05-10T11:18:29.552958,3900,"{""Tweet"": ""\u00a1\u00a1Le robaron al @Atleti!!\n\nSe metieron a una tienda del @Metropolitano como si fuera pel\u00edcula de acci\u00f3n \ud83d\ude31\nhttps://t.co/oyx5r0Fq4S"", ""id_str"": ""9,71411129590264E+017""}",3,0.0,22,0,completed,"¡¡Le robaron al @Atleti!!

Se metieron a una tienda del @Metropolitano como si fuera película de acción 😱
https://t.co/oyx5r0Fq4S","9,71411129590264E+017"
0,2018-05-10T11:18:29.613904,3901,"{""Tweet"": ""@FCBarcelona El mejor del mundo\ud83d\udc4c\ud83d\ude0e"", ""id_str"": ""9,71411127447048E+017""}",3,0.0,22,0,completed,@FCBarcelona El mejor del mundo👌😎,"9,71411127447048E+017"
0,2018-05-10T11:18:29.671807,3902,"{""Tweet"": ""@FutSinC Eso parece el barca ya"", ""id_str"": ""9,71411124972335E+017""}",3,0.0,22,0,completed,@FutSinC Eso parece el barca ya,"9,71411124972335E+017"
